"SOURCE MAPPING  —  Every source question mapped to its Impactree Indicator  |  Filter by Standard, Module, or Indicator ID",,,,,,
Impactree ID,Module,Indicator,Source Standard,Source Question ID,Source Question Text,Source Section / Module
IMP-M06-I02,Energy,Renewable Energy Consumption,GRI,GRI-103-2i,[Energy consumption and self-generation within] renewable and non-renewable energy sources;,GRI 103_ Energy 2025
IMP-M06-I03,Energy,Non-Renewable Energy Consumption,GRI,GRI-103-3a,[Upstream and downstream energy consumption] report total significant energy consumption in its upstream and downstream value,GRI 103_ Energy 2025
IMP-M06-I03,Energy,Non-Renewable Energy Consumption,GRI,GRI-103-3b,"[Upstream and downstream energy consumption] report standards, methodologies, assumptions, and calculation tools used, including",GRI 103_ Energy 2025
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-103-4a,"[Energy intensity] report energy intensity ratio(s), including the energy consumption in joules, watt-hours,",GRI 103_ Energy 2025
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-103-4b,[Energy intensity] report whether the energy intensity ratio(s) include energy consumption within the,GRI 103_ Energy 2025
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-103-4c,"[Energy intensity] report the types of energy consumption included in the energy intensity ratio(s),",GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5a,"[Reduction in energy consumption] report the reduction in energy consumption achieved in joules, watt-hours, or multiples,",GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5b,"[Reduction in energy consumption] report the types of energy consumption included in the reduction, whether fuel,",GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5c,[Reduction in energy consumption] report whether the reduction in energy consumption was achieved within the,GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5d,"[Reduction in energy consumption] report whether the reduction in energy consumption is estimated, modeled, or sourced",GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5e,"[Reduction in energy consumption] report the base year or baseline for calculating the reduction in energy consumption,",GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5f,"[Reduction in energy consumption] report standards, methodologies, assumptions, and calculation tools used.",GRI 103_ Energy 2025
IMP-M06-I06,Energy,Energy Reduction Targets & Performance,GRI,GRI-103-5i,[Reduction in energy consumption] reductions from the organization’s conservation and efficiency initiatives;,GRI 103_ Energy 2025
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-10a,[Nomination and selection of the highest] describe the nomination and selection processes for the highest governance body and,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-10b,[Nomination and selection of the highest] describe the criteria used for nominating and selecting highest governance body,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-10i,[Nomination and selection of the highest] views of stakeholders (including shareholders);,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-11a,[Chair of the highest governance body] report whether the chair of the highest governance body is also a senior executive in,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-11b,"[Chair of the highest governance body] if the chair is also a senior executive, explain their function within the organization’s",GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-12a,[Role of the highest governance body in overseeing] describe the role of the highest governance body and of senior executives in,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-12b,[Role of the highest governance body in overseeing] describe the role of the highest governance body in overseeing the organization’s due,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-12c,[Role of the highest governance body in overseeing] describe the role of the highest governance body in reviewing the effectiveness of the,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-12i,[Role of the highest governance body in overseeing] whether and how the highest governance body engages with stakeholders to,GRI 2_ General Disclosures 2021
IMP-M03-I02,Governance & Ethics,Management Responsibility for ESG,GRI,GRI-2-13a,[Delegation of responsibility for managing impacts] describe how the highest governance body delegates responsibility for managing the,GRI 2_ General Disclosures 2021
IMP-M03-I02,Governance & Ethics,Management Responsibility for ESG,GRI,GRI-2-13b,[Delegation of responsibility for managing impacts] describe the process and frequency for senior executives or other employees to report,GRI 2_ General Disclosures 2021
IMP-M03-I02,Governance & Ethics,Management Responsibility for ESG,GRI,GRI-2-13i,[Delegation of responsibility for managing impacts] whether it has appointed any senior executives with responsibility for the,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-14a,[Role of the highest governance body in] report whether the highest governance body is responsible for reviewing and approving,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-14b,[Role of the highest governance body in] if the highest governance body is not responsible for reviewing and approving the,GRI 2_ General Disclosures 2021
IMP-M03-I04,Governance & Ethics,Conflicts of Interest,GRI,GRI-2-15a,[Conflicts of interest] describe the processes for the highest governance body to ensure that conflicts of,GRI 2_ General Disclosures 2021
IMP-M03-I04,Governance & Ethics,Conflicts of Interest,GRI,GRI-2-15b,"[Conflicts of interest] report whether conflicts of interest are disclosed to stakeholders, including, at a",GRI 2_ General Disclosures 2021
IMP-M03-I04,Governance & Ethics,Conflicts of Interest,GRI,GRI-2-15i,[Conflicts of interest] cross-board membership;,GRI 2_ General Disclosures 2021
IMP-M03-I08,Governance & Ethics,Grievance & Whistleblower Mechanisms,GRI,GRI-2-16a,[Communication of critical concerns] describe whether and how critical concerns are communicated to the highest,GRI 2_ General Disclosures 2021
IMP-M03-I08,Governance & Ethics,Grievance & Whistleblower Mechanisms,GRI,GRI-2-16b,[Communication of critical concerns] report the total number and the nature of critical concerns that were communicated to,GRI 2_ General Disclosures 2021
IMP-M03-I01,Governance & Ethics,Board Oversight of ESG,GRI,GRI-2-17a,"[Collective knowledge of the highest governance] report measures taken to advance the collective knowledge, skills, and experience of",GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-18a,[Evaluation of the performance of the highest] describe the processes for evaluating the performance of the highest governance body,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-18b,"[Evaluation of the performance of the highest] report whether the evaluations are independent or not, and the frequency of the",GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-18c,"[Evaluation of the performance of the highest] describe actions taken in response to the evaluations, including changes to the",GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-19a,[Remuneration policies] describe the remuneration policies for members of the highest governance body and,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-19b,[Remuneration policies] describe how the remuneration policies for members of the highest governance body,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-19i,[Remuneration policies] fixed pay and variable pay;,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-19v,[Remuneration policies] retirement benefits;,GRI 2_ General Disclosures 2021
IMP-M01-I01,General & Organizational Profile,Company Identity & Registration,GRI,GRI-2-1a,[Organizational details] report its legal name;,GRI 2_ General Disclosures 2021
IMP-M01-I01,General & Organizational Profile,Company Identity & Registration,GRI,GRI-2-1b,[Organizational details] report its nature of ownership and legal form;,GRI 2_ General Disclosures 2021
IMP-M01-I01,General & Organizational Profile,Company Identity & Registration,GRI,GRI-2-1c,[Organizational details] report the location of its headquarters;,GRI 2_ General Disclosures 2021
IMP-M01-I01,General & Organizational Profile,Company Identity & Registration,GRI,GRI-2-1d,[Organizational details] report its countries of operation.,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-20a,[Process to determine remuneration] describe the process for designing its remuneration policies and for determining,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-20b,[Process to determine remuneration] report the results of votes of stakeholders (including shareholders) on remuneration,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-20i,[Process to determine remuneration] whether independent highest governance body members or an independent,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-21a,[Annual total compensation ratio] report the ratio of the annual total compensation for the organization’s highest-paid,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-21b,[Annual total compensation ratio] report the ratio of the percentage increase in annual total compensation for the,GRI 2_ General Disclosures 2021
IMP-M02-I02,Sustainability Management & Reporting,"Goals, Targets & Performance Tracking",GRI,GRI-2-21c,[Annual total compensation ratio] report contextual information necessary to understand the data and how the data has,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-22a,[Statement on sustainable development strategy] report a statement from the highest governance body or most senior executive of the,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23a,"[Policy commitments] describe its policy commitments for responsible business conduct, including:",GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23b,"[Policy commitments] describe its specific policy commitment to respect human rights, including:",GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23c,"[Policy commitments] provide links to the policy commitments if publicly available, or, if the policy",GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23d,[Policy commitments] report the level at which each of the policy commitments was approved within the,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23e,[Policy commitments] report the extent to which the policy commitments apply to the organization’s activities,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23f,"[Policy commitments] describe how the policy commitments are communicated to workers, business",GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-23i,[Policy commitments] the authoritative intergovernmental instruments that the commitments reference;,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-24a,[Embedding policy commitments] describe how it embeds each of its policy commitments for responsible business,GRI 2_ General Disclosures 2021
IMP-M02-I01,Sustainability Management & Reporting,Sustainability Policies & Commitments,GRI,GRI-2-24i,[Embedding policy commitments] how it allocates responsibility to implement the commitments across different,GRI 2_ General Disclosures 2021
IMP-M03-I08,Governance & Ethics,Grievance & Whistleblower Mechanisms,GRI,GRI-2-25a,[Processes to remediate negative impacts] describe its commitments to provide for or cooperate in the remediation of,GRI 2_ General Disclosures 2021
IMP-M03-I08,Governance & Ethics,Grievance & Whistleblower Mechanisms,GRI,GRI-2-25b,"[Processes to remediate negative impacts] describe its approach to identify and address grievances, including the grievance",GRI 2_ General Disclosures 2021
IMP-M03-I08,Governance & Ethics,Grievance & Whistleblower Mechanisms,GRI,GRI-2-25c,[Processes to remediate negative impacts] describe other processes by which the organization provides for or cooperates in the,GRI 2_ General Disclosures 2021
